video_id,video_title,channel_title,view_count,like_count,total_comments,duration_minutes,comments_collected,total_comment_likes,avg_comment_likes,published_at
7-VJ-9doL_4,Update from Ukraine | Crazy! Ukraine Revenge | Big Strike on Moscow | Ruzzia can&#39;t handle it,Denys Davydov,529812,59023,1567,12.8,159,7220.0,45.40880503144654,2025-05-05 08:58:43
7Fv3Am393bQ,"#Russia parades drones during #VictoryDayparade, used by forces in #Ukraine war | #shorts",StratNewsGlobal,155816,1456,36,0.25,4,36.0,9.0,2025-05-09 13:07:51
8Nt2nzMeyxk,Ukraine: Stillstand an der Front – Militärökonom Keupp zu Kiews Einsatz von Drohnen | ZDFheute live,ZDFheute Nachrichten,305765,4977,1522,48.4,168,4382.0,26.083333333333332,2025-05-08 19:07:26
AfWNpkIZoLI,"Russia-Ukraine War: Kharkiv Devastated by Russian Strikes, 40 Reported Injured | WION World DNA",WION,13813,153,12,1.0,1,5.0,5.0,2025-05-03 03:49:40
BW_gj6vpXYs,Russia Victory Parade LIVE | Putin’s Military Power on Display | Russia Ukraine War | Moscow News,TIMES NOW,38124,221,133,11.083333333333334,7,66.0,9.428571428571429,2025-05-09 04:27:20
DBpuoWOyB_U,Two heroic Ukrainian soldiers defeat FIVE Russians in ground assault mission,The Sun,209739,3555,198,8.016666666666667,33,760.0,23.03030303030303,2025-05-09 07:00:10
DWsuyMDxqjQ,This Is the Life of Ukrainian Soldiers on the Frontline #warinukraine,UNITED24,12887565,119606,3910,0.16666666666666666,161,15269.0,94.83850931677019,2025-05-02 20:00:06
E7BaENENApc,Putin FURIOUS After French Missiles Leave Forces in RUINS,The Military Show,802225,13895,668,20.516666666666666,126,5362.0,42.55555555555556,2025-05-01 00:00:13
FGwo0c2ditk,Russia-Ukraine War: Moscow Views Minerals Deal A Direct Challenge To Its Influence | WION Fineprint,WION,173665,1319,553,3.683333333333333,45,808.0,17.955555555555556,2025-05-02 16:22:28
Gjio1iXpI9g,&#39;Xi Jinping has officially come off the fence&#39; | Michael Clarke Ukraine war Q&amp;A,Sky News,152108,3167,505,28.816666666666666,98,1771.0,18.071428571428573,2025-05-09 14:19:01
HW45poFF8L8,3 Ukrainian fighters against attacking Russian platoon: Drones came to the aid of soldiers,Kanal13,43285,785,25,9.85,5,56.0,11.2,2025-05-09 12:34:56
IisNo8-jHqY,Ukraine unleashes Brit missiles in heaviest blitz on Russia in months,The Sun,319955,5843,703,8.166666666666666,64,2411.0,37.671875,2025-05-03 09:00:20
Ij50FEQd4ms,Explosions tear through Russian airbase as Ukraine JET drones hit Crimea,The Sun,145892,4327,232,8.333333333333334,49,1302.0,26.571428571428573,2025-05-02 08:10:28
K9zrDnv16jU,BREAKING: Trump calls for 30-day ceasefire in Russia-Ukraine War,LiveNOW from FOX,39740,361,194,2.0,21,292.0,13.904761904761905,2025-05-08 21:28:02
MyO3ObbxxeM,Putin MELTS DOWN as Ukraine’s Drones HIT Moscow HARD,The Military Show,1302914,27142,1504,15.483333333333333,199,12949.0,65.07035175879398,2025-05-08 17:03:48
NxNEscjQwpg,Update from Ukraine | Zelenskyy wants to Strike Ruzzian Military Parade.  Putin is Scared,Denys Davydov,349395,33167,1750,19.45,145,8323.0,57.4,2025-05-01 01:16:49
