comment_published_at,sentiment_mean,comment_count,sentiment_std,sentiment_trend,near_event
2025-03-13,-0.5979,45,0.7252,-0.48932300884955754,True
2025-03-14,-0.456,58,0.8237,-0.3321172248803828,True
2025-03-15,-0.1515,106,0.9637,-0.2724248587570621,True
2025-03-16,-0.4394,13,0.8116,-0.17799849624060152,True
2025-03-17,-0.1359,14,0.9951,-0.19842702702702703,True
2025-03-18,0.0273,10,1.01,-0.266748,True
2025-03-19,-0.4503,26,0.8394,-0.3994089108910891,False
2025-03-20,-0.4447,65,0.8512,-0.44301,False
2025-03-21,-0.4369,49,0.8585,-0.3773359375,False
2025-03-22,0.1439,14,0.9411,-0.25527777777777777,False
2025-03-23,-0.1817,45,0.8961,-0.055553521126760576,False
2025-03-24,0.1848,12,1.0044,-0.1228041666666667,False
2025-03-25,-0.1922,15,0.8639,-0.1052,False
2025-03-26,-0.1802,29,0.9627,-0.3064142857142857,False
2025-03-27,-0.7542,12,0.5815,-0.2914186046511628,False
2025-03-28,0.8726,2,0.1773,-0.2968,False
2025-03-29,0.0532,9,0.9815,-0.04140869565217395,False
2025-03-30,-0.2647,12,0.9419,-0.4469928571428572,False
2025-03-31,-0.5107,105,0.7718,-0.38063907284768217,False
2025-04-01,-0.0199,34,0.978,-0.3742489932885907,False
2025-04-02,-0.1463,10,0.9846,-0.061552941176470595,False
2025-04-03,-0.1428,7,1.0532,0.09304615384615385,False
2025-04-04,0.2086,35,0.9391,0.24919245283018868,False
2025-04-05,0.6278,11,0.7556,0.3176076923076923,False
2025-04-06,0.3848,6,0.9493,0.3840434782608695,False
2025-04-07,-0.0636,6,0.8854,-0.10795555555555554,False
2025-04-08,-0.3228,15,0.9449,-0.13462399999999997,False
2025-04-09,0.4645,4,0.9708,-0.13487407407407404,False
2025-04-10,-0.0822,8,0.9701,0.017288235294117684,False
2025-04-11,-0.1813,5,1.0762,-0.2924576923076923,False
2025-04-13,-0.4646,13,0.8106,-0.3437213333333333,False
2025-04-14,-0.3304,57,0.8964,-0.5070201550387596,False
2025-04-15,-0.687,59,0.6753,-0.43117875000000006,False
2025-04-16,-0.2187,44,0.9445,-0.44582704918032784,False
2025-04-17,-0.2229,19,0.9146,-0.2200746835443037,False
2025-04-18,-0.2205,16,0.9509,-0.20976904761904744,False
2025-04-19,-0.1496,7,1.0423,-0.18780999999999975,True
2025-04-20,-0.1513,7,1.047,-0.3045804878048779,True
2025-04-21,-0.3845,27,0.8868,-0.3772599999999999,True
2025-04-22,-0.4639,16,0.8456,-0.5305444444444444,True
2025-04-23,-0.5909,83,0.7612,-0.5962060606060605,True
2025-04-24,-0.6737,33,0.6995,-0.5256235294117647,True
2025-04-25,-0.3348,54,0.9039,-0.3521158018867925,True
2025-04-26,-0.3234,337,0.8764,-0.3226084705882353,True
2025-04-27,-0.2954,34,0.8504,-0.30478725,True
2025-04-28,-0.0995,29,0.9803,-0.22706374999999981,True
2025-04-29,-0.308,17,0.9016,-0.1983903846153843,True
2025-04-30,-0.3658,6,0.9745,-0.13995909090909056,True
2025-05-01,0.0606,21,0.9812,-0.3307015624999998,True
2025-05-02,-0.5471,37,0.8099,-0.328607894736842,True
2025-05-03,-0.3302,56,0.8934,-0.38313673469387743,True
2025-05-04,0.2373,5,1.0432,-0.2871694444444442,False
2025-05-05,-0.3065,11,0.9526,-0.3043387096774189,False
2025-05-06,-0.4833,15,0.8556,-0.2119666666666664,False
2025-05-07,0.0203,22,0.9632,-0.17206999999999975,False
2025-05-08,-0.1531,23,0.9666,-0.04979599999999981,False
2025-05-09,-0.022,30,0.9479,-0.1385631578947366,False
2025-05-10,-0.9292,4,0.0817,-0.1812641025641022,False
2025-05-11,-0.5385,5,0.8625,-0.5885190476190469,False
2025-05-12,-0.4958,12,0.8992,-0.5355055555555547,True
2025-05-13,-0.997,1,,-0.4971062499999991,True
2025-05-15,-0.3357,3,1.1473,-0.5588999999999983,True
2025-05-16,-0.6052,5,0.6919,-0.6416157894736835,True
2025-05-17,-0.7416,11,0.5184,-0.04020632911392388,True
2025-05-18,0.1271,63,0.9541,0.01039894736842119,True
2025-05-19,0.0542,21,1.0046,0.10795157894736855,True
2025-05-20,0.1009,11,0.9264,-0.08618809523809488,True
2025-05-21,-0.5868,10,0.7689,-0.26507166666666643,True
2025-05-22,-0.2858,39,0.9258,-0.3556691588785046,True
2025-05-23,-0.3628,58,0.879,-0.3194605769230768,True
2025-05-24,-0.1479,7,1.0534,-0.33089304347826076,True
2025-05-25,-0.3195,50,0.9038,-0.21757187499999986,True
2025-05-26,-0.0994,39,0.9599,-0.32205100671140935,True
2025-05-27,-0.4689,60,0.8368,-0.3024479999999999,False
2025-05-28,-0.2229,26,0.9683,-0.38046288659793803,False
2025-05-29,-0.2705,11,1.0041,-0.3271222222222219,False
2025-05-30,-0.7437,8,0.7041,-0.6063923076923071,False
2025-05-31,-0.9773,7,0.0363,-0.20300192307692294,False
2025-06-01,-0.0935,89,0.9348,-0.2880827586206896,False
2025-06-02,-0.3638,165,0.8845,-0.24838322368421048,False
2025-06-03,-0.1432,50,0.9618,-0.32420299625468163,False
2025-06-04,-0.3726,52,0.9083,-0.287232258064516,False
2025-06-05,-0.4128,22,0.8718,-0.3445962264150942,False
2025-06-06,-0.2522,32,0.915,-0.18015686274509787,False
2025-06-07,-0.0255,48,0.9397,-0.20515668789808905,False
2025-06-08,-0.2976,77,0.9116,-0.197676219512195,False
2025-06-09,-0.2123,39,0.935,-0.29620479452054777,False
2025-06-10,-0.4017,30,0.8119,-0.3419270676691728,False
2025-06-11,-0.3929,64,0.8963,-0.3293435483870967,False
2025-06-12,-0.1214,30,0.9855,-0.34675714285714265,False
2025-06-13,-0.6929,11,0.6403,-0.39818679245282984,False
2025-06-14,-0.82,12,0.5734,-0.4974388888888883,False
2025-06-15,-0.0343,13,0.9969,-0.43841730769230736,False
2025-06-16,-0.4634,27,0.8805,-0.32444565217391264,False
2025-06-17,-0.3278,6,1.0249,-0.42866874999999965,False
2025-06-18,-0.4065,15,0.8961,-0.21927391304347799,False
2025-06-19,-0.1472,48,0.9501,-0.2851879999999998,False
